model,mode,form,difficulty,count,main_metric,count_within1_acc,segment_f1@0.5,mean_best_tIoU,bbox_acc@50iou,self_temporal_loc_f1@0.5,self_temporal_loc_mean_tIoU
google/gemini-3.1-flash-lite-Instant,single-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
google/gemini-3.1-flash-lite-Instant,single-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
google/gemini-3.1-flash-lite-Instant,single-landmark,env_visibility_reasoning,easy,83,0.0,0.0,0.0,0.0,,,
google/gemini-3.1-flash-lite-Instant,single-landmark,env_visibility_reasoning,medium,89,0.0,0.0,0.0,0.0,,,
google/gemini-3.1-flash-lite-Instant,single-landmark,env_visibility_reasoning,hard,0,,,,,,,
google/gemini-3.1-flash-lite-Instant,single-landmark,env_visibility_reasoning,1,0,,,,,,,
google/gemini-3.1-flash-lite-Instant,single-landmark,env_visibility_reasoning,2-3,0,,,,,,,
google/gemini-3.1-flash-lite-Instant,single-landmark,env_visibility_reasoning,4-5,0,,,,,,,
google/gemini-3.1-flash-lite-Instant,single-landmark,env_visibility_reasoning,6+,0,,,,,,,
google/gemini-3.1-flash-lite-Instant,multi-landmark,self_composite_instance_recognition,easy,0,,,,,,,
google/gemini-3.1-flash-lite-Instant,multi-landmark,self_composite_instance_recognition,medium,0,,,,,,,
google/gemini-3.1-flash-lite-Instant,multi-landmark,self_composite_instance_recognition,hard,0,,,,,,,
google/gemini-3.1-flash-lite-Instant,multi-landmark,self_composite_instance_recognition,1,0,,,,,,,
google/gemini-3.1-flash-lite-Instant,multi-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
google/gemini-3.1-flash-lite-Instant,multi-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
google/gemini-3.1-flash-lite-Instant,multi-landmark,self_composite_instance_recognition,6+,0,,,,,,,
google/gemini-3.1-flash-lite-Instant,multi-landmark,self_atomic_instance_recognition,easy,0,,,,,,,
google/gemini-3.1-flash-lite-Instant,multi-landmark,self_atomic_instance_recognition,medium,0,,,,,,,
google/gemini-3.1-flash-lite-Instant,multi-landmark,self_atomic_instance_recognition,hard,0,,,,,,,
google/gemini-3.1-flash-lite-Instant,multi-landmark,self_atomic_instance_recognition,1,0,,,,,,,
google/gemini-3.1-flash-lite-Instant,multi-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
google/gemini-3.1-flash-lite-Instant,multi-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
google/gemini-3.1-flash-lite-Instant,multi-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
google/gemini-3.1-flash-lite-Instant,multi-landmark,env_visibility_reasoning,easy,0,,,,,,,
google/gemini-3.1-flash-lite-Instant,multi-landmark,env_visibility_reasoning,medium,0,,,,,,,
google/gemini-3.1-flash-lite-Instant,multi-landmark,env_visibility_reasoning,hard,0,,,,,,,
google/gemini-3.1-flash-lite-Instant,multi-landmark,env_visibility_reasoning,1,0,,,,,,,
google/gemini-3.1-flash-lite-Instant,multi-landmark,env_visibility_reasoning,2-3,0,,,,,,,
google/gemini-3.1-flash-lite-Instant,multi-landmark,env_visibility_reasoning,4-5,0,,,,,,,
google/gemini-3.1-flash-lite-Instant,multi-landmark,env_visibility_reasoning,6+,0,,,,,,,
google/gemini-3.1-flash-lite-preview-Instant,single-landmark,self_composite_instance_recognition,easy,59,0.0847457627118644,,,,,0.14545454545454545,0.2617223025314259
google/gemini-3.1-flash-lite-preview-Instant,single-landmark,self_composite_instance_recognition,medium,218,0.26146788990825687,,,,,0.33663366336633666,0.3387054948066926
google/gemini-3.1-flash-lite-preview-Instant,single-landmark,self_composite_instance_recognition,hard,1,0.0,,,,,0.0,
google/gemini-3.1-flash-lite-preview-Instant,single-landmark,self_composite_instance_recognition,1,0,,,,,,,
google/gemini-3.1-flash-lite-preview-Instant,single-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
google/gemini-3.1-flash-lite-preview-Instant,single-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
google/gemini-3.1-flash-lite-preview-Instant,single-landmark,self_composite_instance_recognition,6+,0,,,,,,,
google/gemini-3.1-flash-lite-preview-Instant,single-landmark,self_atomic_instance_recognition,easy,225,0.2005765102729224,,,,,0.5798088811044714,0.5736447428221825
google/gemini-3.1-flash-lite-preview-Instant,single-landmark,self_atomic_instance_recognition,medium,256,0.1970912182140745,,,,,0.24101234855545206,0.2574803545095715
google/gemini-3.1-flash-lite-preview-Instant,single-landmark,self_atomic_instance_recognition,hard,3,0.0,,,,,0.5,0.4888268156424581
google/gemini-3.1-flash-lite-preview-Instant,single-landmark,self_atomic_instance_recognition,1,0,,,,,,,
google/gemini-3.1-flash-lite-preview-Instant,single-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
google/gemini-3.1-flash-lite-preview-Instant,single-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
google/gemini-3.1-flash-lite-preview-Instant,single-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
google/gemini-3.1-flash-lite-preview-Instant,single-landmark,env_visibility_reasoning,easy,225,0.7644444444444445,0.9288888888888889,0.5814805378627034,0.5700007147428728,,,
google/gemini-3.1-flash-lite-preview-Instant,single-landmark,env_visibility_reasoning,medium,256,0.34375,0.66796875,0.3029682558417328,0.28601375134963697,,,
google/gemini-3.1-flash-lite-preview-Instant,single-landmark,env_visibility_reasoning,hard,3,0.0,0.0,0.0,0.02689130826042871,,,
google/gemini-3.1-flash-lite-preview-Instant,single-landmark,env_visibility_reasoning,1,0,,,,,,,
google/gemini-3.1-flash-lite-preview-Instant,single-landmark,env_visibility_reasoning,2-3,0,,,,,,,
google/gemini-3.1-flash-lite-preview-Instant,single-landmark,env_visibility_reasoning,4-5,0,,,,,,,
google/gemini-3.1-flash-lite-preview-Instant,single-landmark,env_visibility_reasoning,6+,0,,,,,,,
google/gemini-3.1-flash-lite-preview-Instant,multi-landmark,self_composite_instance_recognition,easy,0,,,,,,,
google/gemini-3.1-flash-lite-preview-Instant,multi-landmark,self_composite_instance_recognition,medium,0,,,,,,,
google/gemini-3.1-flash-lite-preview-Instant,multi-landmark,self_composite_instance_recognition,hard,0,,,,,,,
google/gemini-3.1-flash-lite-preview-Instant,multi-landmark,self_composite_instance_recognition,1,0,,,,,,,
google/gemini-3.1-flash-lite-preview-Instant,multi-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
google/gemini-3.1-flash-lite-preview-Instant,multi-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
google/gemini-3.1-flash-lite-preview-Instant,multi-landmark,self_composite_instance_recognition,6+,0,,,,,,,
google/gemini-3.1-flash-lite-preview-Instant,multi-landmark,self_atomic_instance_recognition,easy,0,,,,,,,
google/gemini-3.1-flash-lite-preview-Instant,multi-landmark,self_atomic_instance_recognition,medium,0,,,,,,,
google/gemini-3.1-flash-lite-preview-Instant,multi-landmark,self_atomic_instance_recognition,hard,0,,,,,,,
google/gemini-3.1-flash-lite-preview-Instant,multi-landmark,self_atomic_instance_recognition,1,0,,,,,,,
google/gemini-3.1-flash-lite-preview-Instant,multi-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
google/gemini-3.1-flash-lite-preview-Instant,multi-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
google/gemini-3.1-flash-lite-preview-Instant,multi-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
google/gemini-3.1-flash-lite-preview-Instant,multi-landmark,env_visibility_reasoning,easy,0,,,,,,,
google/gemini-3.1-flash-lite-preview-Instant,multi-landmark,env_visibility_reasoning,medium,0,,,,,,,
google/gemini-3.1-flash-lite-preview-Instant,multi-landmark,env_visibility_reasoning,hard,0,,,,,,,
google/gemini-3.1-flash-lite-preview-Instant,multi-landmark,env_visibility_reasoning,1,0,,,,,,,
google/gemini-3.1-flash-lite-preview-Instant,multi-landmark,env_visibility_reasoning,2-3,0,,,,,,,
google/gemini-3.1-flash-lite-preview-Instant,multi-landmark,env_visibility_reasoning,4-5,0,,,,,,,
google/gemini-3.1-flash-lite-preview-Instant,multi-landmark,env_visibility_reasoning,6+,0,,,,,,,
intern-s1-pro-Instant,single-landmark,self_composite_instance_recognition,easy,20,0.0,,,,,,
intern-s1-pro-Instant,single-landmark,self_composite_instance_recognition,medium,118,0.0,,,,,,
intern-s1-pro-Instant,single-landmark,self_composite_instance_recognition,hard,0,,,,,,,
intern-s1-pro-Instant,single-landmark,self_composite_instance_recognition,1,0,,,,,,,
intern-s1-pro-Instant,single-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
intern-s1-pro-Instant,single-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
intern-s1-pro-Instant,single-landmark,self_composite_instance_recognition,6+,0,,,,,,,
intern-s1-pro-Instant,single-landmark,self_atomic_instance_recognition,easy,127,0.0,,,,,,
intern-s1-pro-Instant,single-landmark,self_atomic_instance_recognition,medium,149,0.0,,,,,,
intern-s1-pro-Instant,single-landmark,self_atomic_instance_recognition,hard,0,,,,,,,
intern-s1-pro-Instant,single-landmark,self_atomic_instance_recognition,1,0,,,,,,,
intern-s1-pro-Instant,single-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
intern-s1-pro-Instant,single-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
intern-s1-pro-Instant,single-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
intern-s1-pro-Instant,single-landmark,env_visibility_reasoning,easy,127,0.0,0.0,0.0,0.0,,,
intern-s1-pro-Instant,single-landmark,env_visibility_reasoning,medium,149,0.0,0.0,0.0,0.0,,,
intern-s1-pro-Instant,single-landmark,env_visibility_reasoning,hard,0,,,,,,,
intern-s1-pro-Instant,single-landmark,env_visibility_reasoning,1,0,,,,,,,
intern-s1-pro-Instant,single-landmark,env_visibility_reasoning,2-3,0,,,,,,,
intern-s1-pro-Instant,single-landmark,env_visibility_reasoning,4-5,0,,,,,,,
intern-s1-pro-Instant,single-landmark,env_visibility_reasoning,6+,0,,,,,,,
intern-s1-pro-Instant,multi-landmark,self_composite_instance_recognition,easy,0,,,,,,,
intern-s1-pro-Instant,multi-landmark,self_composite_instance_recognition,medium,0,,,,,,,
intern-s1-pro-Instant,multi-landmark,self_composite_instance_recognition,hard,0,,,,,,,
intern-s1-pro-Instant,multi-landmark,self_composite_instance_recognition,1,0,,,,,,,
intern-s1-pro-Instant,multi-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
intern-s1-pro-Instant,multi-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
intern-s1-pro-Instant,multi-landmark,self_composite_instance_recognition,6+,0,,,,,,,
intern-s1-pro-Instant,multi-landmark,self_atomic_instance_recognition,easy,0,,,,,,,
intern-s1-pro-Instant,multi-landmark,self_atomic_instance_recognition,medium,0,,,,,,,
intern-s1-pro-Instant,multi-landmark,self_atomic_instance_recognition,hard,0,,,,,,,
intern-s1-pro-Instant,multi-landmark,self_atomic_instance_recognition,1,0,,,,,,,
intern-s1-pro-Instant,multi-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
intern-s1-pro-Instant,multi-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
intern-s1-pro-Instant,multi-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
intern-s1-pro-Instant,multi-landmark,env_visibility_reasoning,easy,0,,,,,,,
intern-s1-pro-Instant,multi-landmark,env_visibility_reasoning,medium,0,,,,,,,
intern-s1-pro-Instant,multi-landmark,env_visibility_reasoning,hard,0,,,,,,,
intern-s1-pro-Instant,multi-landmark,env_visibility_reasoning,1,0,,,,,,,
intern-s1-pro-Instant,multi-landmark,env_visibility_reasoning,2-3,0,,,,,,,
intern-s1-pro-Instant,multi-landmark,env_visibility_reasoning,4-5,0,,,,,,,
intern-s1-pro-Instant,multi-landmark,env_visibility_reasoning,6+,0,,,,,,,
internvl3.5-241b-a28b-Instant,single-landmark,self_composite_instance_recognition,easy,0,,,,,,,
internvl3.5-241b-a28b-Instant,single-landmark,self_composite_instance_recognition,medium,4,0.0,,,,,,
internvl3.5-241b-a28b-Instant,single-landmark,self_composite_instance_recognition,hard,0,,,,,,,
internvl3.5-241b-a28b-Instant,single-landmark,self_composite_instance_recognition,1,0,,,,,,,
internvl3.5-241b-a28b-Instant,single-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
internvl3.5-241b-a28b-Instant,single-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
internvl3.5-241b-a28b-Instant,single-landmark,self_composite_instance_recognition,6+,0,,,,,,,
internvl3.5-241b-a28b-Instant,single-landmark,self_atomic_instance_recognition,easy,3,0.0,,,,,,
internvl3.5-241b-a28b-Instant,single-landmark,self_atomic_instance_recognition,medium,5,0.0,,,,,,
internvl3.5-241b-a28b-Instant,single-landmark,self_atomic_instance_recognition,hard,0,,,,,,,
internvl3.5-241b-a28b-Instant,single-landmark,self_atomic_instance_recognition,1,0,,,,,,,
internvl3.5-241b-a28b-Instant,single-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
internvl3.5-241b-a28b-Instant,single-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
internvl3.5-241b-a28b-Instant,single-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
internvl3.5-241b-a28b-Instant,single-landmark,env_visibility_reasoning,easy,3,0.0,0.0,0.0,0.0,,,
internvl3.5-241b-a28b-Instant,single-landmark,env_visibility_reasoning,medium,5,0.0,0.0,0.0,0.0,,,
internvl3.5-241b-a28b-Instant,single-landmark,env_visibility_reasoning,hard,0,,,,,,,
internvl3.5-241b-a28b-Instant,single-landmark,env_visibility_reasoning,1,0,,,,,,,
internvl3.5-241b-a28b-Instant,single-landmark,env_visibility_reasoning,2-3,0,,,,,,,
internvl3.5-241b-a28b-Instant,single-landmark,env_visibility_reasoning,4-5,0,,,,,,,
internvl3.5-241b-a28b-Instant,single-landmark,env_visibility_reasoning,6+,0,,,,,,,
internvl3.5-241b-a28b-Instant,multi-landmark,self_composite_instance_recognition,easy,0,,,,,,,
internvl3.5-241b-a28b-Instant,multi-landmark,self_composite_instance_recognition,medium,0,,,,,,,
internvl3.5-241b-a28b-Instant,multi-landmark,self_composite_instance_recognition,hard,0,,,,,,,
internvl3.5-241b-a28b-Instant,multi-landmark,self_composite_instance_recognition,1,0,,,,,,,
internvl3.5-241b-a28b-Instant,multi-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
internvl3.5-241b-a28b-Instant,multi-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
internvl3.5-241b-a28b-Instant,multi-landmark,self_composite_instance_recognition,6+,0,,,,,,,
internvl3.5-241b-a28b-Instant,multi-landmark,self_atomic_instance_recognition,easy,0,,,,,,,
internvl3.5-241b-a28b-Instant,multi-landmark,self_atomic_instance_recognition,medium,0,,,,,,,
internvl3.5-241b-a28b-Instant,multi-landmark,self_atomic_instance_recognition,hard,0,,,,,,,
internvl3.5-241b-a28b-Instant,multi-landmark,self_atomic_instance_recognition,1,0,,,,,,,
internvl3.5-241b-a28b-Instant,multi-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
internvl3.5-241b-a28b-Instant,multi-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
internvl3.5-241b-a28b-Instant,multi-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
internvl3.5-241b-a28b-Instant,multi-landmark,env_visibility_reasoning,easy,0,,,,,,,
internvl3.5-241b-a28b-Instant,multi-landmark,env_visibility_reasoning,medium,0,,,,,,,
internvl3.5-241b-a28b-Instant,multi-landmark,env_visibility_reasoning,hard,0,,,,,,,
internvl3.5-241b-a28b-Instant,multi-landmark,env_visibility_reasoning,1,0,,,,,,,
internvl3.5-241b-a28b-Instant,multi-landmark,env_visibility_reasoning,2-3,0,,,,,,,
internvl3.5-241b-a28b-Instant,multi-landmark,env_visibility_reasoning,4-5,0,,,,,,,
internvl3.5-241b-a28b-Instant,multi-landmark,env_visibility_reasoning,6+,0,,,,,,,
kimi-k2.5-Instant,single-landmark,self_composite_instance_recognition,easy,78,0.038461538461538464,,,,,0.08974358974358974,0.1464015082099655
kimi-k2.5-Instant,single-landmark,self_composite_instance_recognition,medium,348,0.13793103448275862,,,,,0.21264367816091953,0.20971641128244572
kimi-k2.5-Instant,single-landmark,self_composite_instance_recognition,hard,4,0.0,,,,,0.25,0.31007751937984496
kimi-k2.5-Instant,single-landmark,self_composite_instance_recognition,1,0,,,,,,,
kimi-k2.5-Instant,single-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
kimi-k2.5-Instant,single-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
kimi-k2.5-Instant,single-landmark,self_composite_instance_recognition,6+,0,,,,,,,
kimi-k2.5-Instant,single-landmark,self_atomic_instance_recognition,easy,347,0.35319375877641485,,,,,0.8322412725467259,0.7116253580649935
kimi-k2.5-Instant,single-landmark,self_atomic_instance_recognition,medium,412,0.26403865488212963,,,,,0.30360083046396613,0.3076125502985332
kimi-k2.5-Instant,single-landmark,self_atomic_instance_recognition,hard,9,0.05555555555555555,,,,,0.6250000000000001,0.4808066366563927
kimi-k2.5-Instant,single-landmark,self_atomic_instance_recognition,1,0,,,,,,,
kimi-k2.5-Instant,single-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
kimi-k2.5-Instant,single-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
kimi-k2.5-Instant,single-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
kimi-k2.5-Instant,single-landmark,env_visibility_reasoning,easy,347,0.6685878962536023,0.9798270893371758,0.624157151997055,0.5930134163169356,,,
kimi-k2.5-Instant,single-landmark,env_visibility_reasoning,medium,412,0.3786407766990291,0.7330097087378641,0.4007548270712331,0.35539269589550315,,,
kimi-k2.5-Instant,single-landmark,env_visibility_reasoning,hard,9,0.0,0.0,0.0,0.007409732307664085,,,
kimi-k2.5-Instant,single-landmark,env_visibility_reasoning,1,0,,,,,,,
kimi-k2.5-Instant,single-landmark,env_visibility_reasoning,2-3,0,,,,,,,
kimi-k2.5-Instant,single-landmark,env_visibility_reasoning,4-5,0,,,,,,,
kimi-k2.5-Instant,single-landmark,env_visibility_reasoning,6+,0,,,,,,,
kimi-k2.5-Instant,multi-landmark,self_composite_instance_recognition,easy,0,,,,,,,
kimi-k2.5-Instant,multi-landmark,self_composite_instance_recognition,medium,0,,,,,,,
kimi-k2.5-Instant,multi-landmark,self_composite_instance_recognition,hard,0,,,,,,,
kimi-k2.5-Instant,multi-landmark,self_composite_instance_recognition,1,0,,,,,,,
kimi-k2.5-Instant,multi-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
kimi-k2.5-Instant,multi-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
kimi-k2.5-Instant,multi-landmark,self_composite_instance_recognition,6+,0,,,,,,,
kimi-k2.5-Instant,multi-landmark,self_atomic_instance_recognition,easy,0,,,,,,,
kimi-k2.5-Instant,multi-landmark,self_atomic_instance_recognition,medium,0,,,,,,,
kimi-k2.5-Instant,multi-landmark,self_atomic_instance_recognition,hard,0,,,,,,,
kimi-k2.5-Instant,multi-landmark,self_atomic_instance_recognition,1,0,,,,,,,
kimi-k2.5-Instant,multi-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
kimi-k2.5-Instant,multi-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
kimi-k2.5-Instant,multi-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
kimi-k2.5-Instant,multi-landmark,env_visibility_reasoning,easy,0,,,,,,,
kimi-k2.5-Instant,multi-landmark,env_visibility_reasoning,medium,0,,,,,,,
kimi-k2.5-Instant,multi-landmark,env_visibility_reasoning,hard,0,,,,,,,
kimi-k2.5-Instant,multi-landmark,env_visibility_reasoning,1,0,,,,,,,
kimi-k2.5-Instant,multi-landmark,env_visibility_reasoning,2-3,0,,,,,,,
kimi-k2.5-Instant,multi-landmark,env_visibility_reasoning,4-5,0,,,,,,,
kimi-k2.5-Instant,multi-landmark,env_visibility_reasoning,6+,0,,,,,,,
mimo-v2-omni-Instant,single-landmark,self_composite_instance_recognition,easy,98,0.1836734693877551,,,,,0.2653061224489796,0.4212935454311741
mimo-v2-omni-Instant,single-landmark,self_composite_instance_recognition,medium,466,0.30042918454935624,,,,,0.34623655913978496,0.34391464160531154
mimo-v2-omni-Instant,single-landmark,self_composite_instance_recognition,hard,8,0.125,,,,,0.25,0.3711399161265726
mimo-v2-omni-Instant,single-landmark,self_composite_instance_recognition,1,0,,,,,,,
mimo-v2-omni-Instant,single-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
mimo-v2-omni-Instant,single-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
mimo-v2-omni-Instant,single-landmark,self_composite_instance_recognition,6+,0,,,,,,,
mimo-v2-omni-Instant,single-landmark,self_atomic_instance_recognition,easy,463,0.34909932978557584,,,,,0.8089420928593637,0.6860760622239512
mimo-v2-omni-Instant,single-landmark,self_atomic_instance_recognition,medium,549,0.24832126145647787,,,,,0.30566187961149677,0.28707116351383843
mimo-v2-omni-Instant,single-landmark,self_atomic_instance_recognition,hard,12,0.0,,,,,0.5333333333333333,0.37984845316646537
mimo-v2-omni-Instant,single-landmark,self_atomic_instance_recognition,1,0,,,,,,,
mimo-v2-omni-Instant,single-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
mimo-v2-omni-Instant,single-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
mimo-v2-omni-Instant,single-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
mimo-v2-omni-Instant,single-landmark,env_visibility_reasoning,easy,463,0.6112311015118791,0.9935205183585313,0.6814943681679952,0.6764688516607533,,,
mimo-v2-omni-Instant,single-landmark,env_visibility_reasoning,medium,549,0.5919854280510018,0.8105646630236795,0.40419517585689446,0.42982114064802596,,,
mimo-v2-omni-Instant,single-landmark,env_visibility_reasoning,hard,12,0.0,0.0,0.029545799787331007,0.0696163510716604,,,
mimo-v2-omni-Instant,single-landmark,env_visibility_reasoning,1,0,,,,,,,
mimo-v2-omni-Instant,single-landmark,env_visibility_reasoning,2-3,0,,,,,,,
mimo-v2-omni-Instant,single-landmark,env_visibility_reasoning,4-5,0,,,,,,,
mimo-v2-omni-Instant,single-landmark,env_visibility_reasoning,6+,0,,,,,,,
mimo-v2-omni-Instant,multi-landmark,self_composite_instance_recognition,easy,0,,,,,,,
mimo-v2-omni-Instant,multi-landmark,self_composite_instance_recognition,medium,0,,,,,,,
mimo-v2-omni-Instant,multi-landmark,self_composite_instance_recognition,hard,0,,,,,,,
mimo-v2-omni-Instant,multi-landmark,self_composite_instance_recognition,1,0,,,,,,,
mimo-v2-omni-Instant,multi-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
mimo-v2-omni-Instant,multi-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
mimo-v2-omni-Instant,multi-landmark,self_composite_instance_recognition,6+,0,,,,,,,
mimo-v2-omni-Instant,multi-landmark,self_atomic_instance_recognition,easy,0,,,,,,,
mimo-v2-omni-Instant,multi-landmark,self_atomic_instance_recognition,medium,0,,,,,,,
mimo-v2-omni-Instant,multi-landmark,self_atomic_instance_recognition,hard,0,,,,,,,
mimo-v2-omni-Instant,multi-landmark,self_atomic_instance_recognition,1,0,,,,,,,
mimo-v2-omni-Instant,multi-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
mimo-v2-omni-Instant,multi-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
mimo-v2-omni-Instant,multi-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
mimo-v2-omni-Instant,multi-landmark,env_visibility_reasoning,easy,0,,,,,,,
mimo-v2-omni-Instant,multi-landmark,env_visibility_reasoning,medium,0,,,,,,,
mimo-v2-omni-Instant,multi-landmark,env_visibility_reasoning,hard,0,,,,,,,
mimo-v2-omni-Instant,multi-landmark,env_visibility_reasoning,1,0,,,,,,,
mimo-v2-omni-Instant,multi-landmark,env_visibility_reasoning,2-3,0,,,,,,,
mimo-v2-omni-Instant,multi-landmark,env_visibility_reasoning,4-5,0,,,,,,,
mimo-v2-omni-Instant,multi-landmark,env_visibility_reasoning,6+,0,,,,,,,
qwen3.5-flash-Instant,single-landmark,self_composite_instance_recognition,easy,111,0.18018018018018017,,,,,0.24324324324324326,0.4389956835410323
qwen3.5-flash-Instant,single-landmark,self_composite_instance_recognition,medium,468,0.35683760683760685,,,,,0.3822239816697557,0.3865520880544937
qwen3.5-flash-Instant,single-landmark,self_composite_instance_recognition,hard,7,0.5714285714285714,,,,,0.5714285714285714,0.7898524394571224
qwen3.5-flash-Instant,single-landmark,self_composite_instance_recognition,1,0,,,,,,,
qwen3.5-flash-Instant,single-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
qwen3.5-flash-Instant,single-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
qwen3.5-flash-Instant,single-landmark,self_composite_instance_recognition,6+,0,,,,,,,
qwen3.5-flash-Instant,single-landmark,self_atomic_instance_recognition,easy,463,0.3009372141902774,,,,,0.771572079363225,0.6272516169401953
qwen3.5-flash-Instant,single-landmark,self_atomic_instance_recognition,medium,549,0.22225465237577902,,,,,0.3077846288454713,0.256775270978273
qwen3.5-flash-Instant,single-landmark,self_atomic_instance_recognition,hard,12,0.041666666666666664,,,,,0.29166666666666674,0.255288690230929
qwen3.5-flash-Instant,single-landmark,self_atomic_instance_recognition,1,0,,,,,,,
qwen3.5-flash-Instant,single-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
qwen3.5-flash-Instant,single-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
qwen3.5-flash-Instant,single-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
qwen3.5-flash-Instant,single-landmark,env_visibility_reasoning,easy,463,0.6133909287257019,0.9913606911447084,0.6140517525401008,0.5882795127725414,,,
qwen3.5-flash-Instant,single-landmark,env_visibility_reasoning,medium,549,0.45901639344262296,0.7723132969034608,0.5601567653440178,0.45974778494508445,,,
qwen3.5-flash-Instant,single-landmark,env_visibility_reasoning,hard,12,0.0,0.0,0.03803131991051454,0.045807060705594295,,,
qwen3.5-flash-Instant,single-landmark,env_visibility_reasoning,1,0,,,,,,,
qwen3.5-flash-Instant,single-landmark,env_visibility_reasoning,2-3,0,,,,,,,
qwen3.5-flash-Instant,single-landmark,env_visibility_reasoning,4-5,0,,,,,,,
qwen3.5-flash-Instant,single-landmark,env_visibility_reasoning,6+,0,,,,,,,
qwen3.5-flash-Instant,multi-landmark,self_composite_instance_recognition,easy,0,,,,,,,
qwen3.5-flash-Instant,multi-landmark,self_composite_instance_recognition,medium,0,,,,,,,
qwen3.5-flash-Instant,multi-landmark,self_composite_instance_recognition,hard,0,,,,,,,
qwen3.5-flash-Instant,multi-landmark,self_composite_instance_recognition,1,0,,,,,,,
qwen3.5-flash-Instant,multi-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
qwen3.5-flash-Instant,multi-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
qwen3.5-flash-Instant,multi-landmark,self_composite_instance_recognition,6+,0,,,,,,,
qwen3.5-flash-Instant,multi-landmark,self_atomic_instance_recognition,easy,0,,,,,,,
qwen3.5-flash-Instant,multi-landmark,self_atomic_instance_recognition,medium,0,,,,,,,
qwen3.5-flash-Instant,multi-landmark,self_atomic_instance_recognition,hard,0,,,,,,,
qwen3.5-flash-Instant,multi-landmark,self_atomic_instance_recognition,1,0,,,,,,,
qwen3.5-flash-Instant,multi-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
qwen3.5-flash-Instant,multi-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
qwen3.5-flash-Instant,multi-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
qwen3.5-flash-Instant,multi-landmark,env_visibility_reasoning,easy,0,,,,,,,
